# x, diffusivity, rel diff, damping coeff
2.259822265625000000e+03,2.128492826569896106e-06,6.424641328494809400e+00,9.997714512950814925e-01
2.269561035156250000e+03,2.130483188642209131e-06,6.524159432110461232e+00,9.997779949125397136e-01
2.279341308593750000e+03,2.132082732350684268e-06,6.604136617534217990e+00,9.997841196704265743e-01
2.290570312500000000e+03,2.133654975919225399e-06,6.682748795961273913e+00,9.997905244549980530e-01
2.300441162109375000e+03,2.134748059663491100e-06,6.737402983174560767e+00,9.997957555720303757e-01
2.310354248046875000e+03,2.135355190348852425e-06,6.767759517442625494e+00,9.998005735429584817e-01
2.320310302734375000e+03,2.135951885665840974e-06,6.797594283292053952e+00,9.998050468829714488e-01
2.330309082031250000e+03,2.136011827217349697e-06,6.800591360867490387e+00,9.998091522652687857e-01
2.340351318359375000e+03,2.135842327811682309e-06,6.792116390584119756e+00,9.998129483998374756e-01
2.350436279296875000e+03,2.135148072148186295e-06,6.757403607409319335e+00,9.998164856388680466e-01
2.360564697265625000e+03,2.134154619537355223e-06,6.707730976867766870e+00,9.998197269665874964e-01
2.369281005859375000e+03,2.133003210040208812e-06,6.650160502010445285e+00,9.998223248650490724e-01
2.379490722656250000e+03,2.131210450839014114e-06,6.560522541950709829e+00,9.998251077965841782e-01
2.389744628906250000e+03,2.129241455878750107e-06,6.462072793937510440e+00,9.998277175738147227e-01
2.400042724609375000e+03,2.127069748904006805e-06,6.353487445200345363e+00,9.998301407154782661e-01
2.410385009765625000e+03,2.124082216168596817e-06,6.204110808429845747e+00,9.998323914980434823e-01
2.419284912109375000e+03,2.121528165567738583e-06,6.076408278386933759e+00,9.998342234307178167e-01
2.429710205078125000e+03,2.118180995957670368e-06,5.909049797883523247e+00,9.998361745271695522e-01
2.440180419921875000e+03,2.114699555289821671e-06,5.734977764491088870e+00,9.998381270248790642e-01
2.450695556640625000e+03,2.110856249247989637e-06,5.542812462399486328e+00,9.998399188545331606e-01
2.459744628906250000e+03,2.107286078439742057e-06,5.364303921987107593e+00,9.998413726735428941e-01
2.470343994140625000e+03,2.103936528103872746e-06,5.196826405193641918e+00,9.998430720563978857e-01
2.479465576171875000e+03,2.099890289061078945e-06,4.994514453053952252e+00,9.998444745948121826e-01
2.490149658203125000e+03,2.095442287131316431e-06,4.772114356565825943e+00,9.998460718872819175e-01
2.499344482421875000e+03,2.091093618319000775e-06,4.554680915950043207e+00,9.998473925105212379e-01
2.510114501953125000e+03,2.084990307989815636e-06,4.249515399490786827e+00,9.998489404718204909e-01
2.519382812500000000e+03,2.080921941841280880e-06,4.046097092064048439e+00,9.998502162497520107e-01
2.530239013671875000e+03,2.075713446277514837e-06,3.785672313875746653e+00,9.998517197766823017e-01
2.539581787109375000e+03,2.069885053487905975e-06,3.494252674395303071e+00,9.998530200889600428e-01
2.550524902343750000e+03,2.064406207941994499e-06,3.220310397099729549e+00,9.998545984363154115e-01
2.559942626953125000e+03,2.059401791810144626e-06,2.970089590507235755e+00,9.998558993703025033e-01
2.569395263671875000e+03,2.054418204687616839e-06,2.720910234380846671e+00,9.998572327740583576e-01
2.580467529296875000e+03,2.047620525091407468e-06,2.381026254570377976e+00,9.998588320399064422e-01
2.589994873046875000e+03,2.042243769475864766e-06,2.112188473793243038e+00,9.998601720503988988e-01
2.599557617187500000e+03,2.036743731673695960e-06,1.837186583684802699e+00,9.998615784726331279e-01
2.610760009765625000e+03,2.029779229004286374e-06,1.488961450214323357e+00,9.998632092818010575e-01
2.620400146484375000e+03,2.023863162384834386e-06,1.193158119241723769e+00,9.998646466461205140e-01
2.630075195312500000e+03,2.018090888993367397e-06,9.045444496683744395e-01,9.998661142139246838e-01
2.639786376953125000e+03,2.011925901613482244e-06,5.962950806741167398e-01,9.998675911587744380e-01
2.649533447265625000e+03,2.004586461574995352e-06,2.293230787497721468e-01,9.998690775287675248e-01
2.659316406250000000e+03,1.998194511593555247e-06,9.027442032223310930e-02,9.998705901394482343e-01
2.670775146484375000e+03,1.990798463002349347e-06,4.600768498825281161e-01,9.998724149728374089e-01
2.680636474609375000e+03,1.984355634900151026e-06,7.822182549924441286e-01,9.998740014817241173e-01
2.690534179687500000e+03,1.977866912088908373e-06,1.106654395554576897e+00,9.998756364545329234e-01
2.700468505859375000e+03,1.971384387285030921e-06,1.430780635748449381e+00,9.998772503435865433e-01
2.710439208984375000e+03,1.964713714456477061e-06,1.764314277176142642e+00,9.998788833853754499e-01
2.720447265625000000e+03,1.958181479720376528e-06,2.090926013981169174e+00,9.998805761966202965e-01
2.730491943359375000e+03,1.951351880793252712e-06,2.432405960337360007e+00,9.998822666814273230e-01
2.740573486328125000e+03,1.944513508811319980e-06,2.774324559433996473e+00,9.998839593684472060e-01
2.750692626953125000e+03,1.937661748902270337e-06,3.116912554886478670e+00,9.998856963902783557e-01
